title,tagline,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
In the Shadow of the Moon,,2007-01-19,109.0,2000000,0,3.4315900000000004,7.6,31
Inside Deep Throat,It was filmed in 6 days for 25 thousand dollars. The government didn't want you to see it. It was banned in 23 states. It has grossed over 600 million dollars. And it is the most profitable film in motion picture history.,2005-02-11,92.0,2000000,653621,3.9800720000000003,6.8,31
Dinner Rush,,2000-09-01,99.0,0,0,1.096355,7.1,19
Subway,An underground story where lives intertwine,1985-04-10,104.0,2000000,390659,5.261065,6.3,86
House of D,,2005-04-15,97.0,0,0,6.3377349999999995,6.1,23
Teeth,Every rose has its thorns.,2007-01-19,94.0,0,0,7.359286,5.2,210
Hum To Mohabbat Karega,,2000-05-26,0.0,0,0,0.001186,0.0,0
This Thing of Ours,,2005-01-01,100.0,0,0,0.046868,5.0,1
The Lost Medallion: The Adventures of Billy Stone,Finding it is only the beginning.,2013-03-01,97.0,0,0,2.952932,5.6,13
The Last Five Years,There are two sides to every love story.,2014-11-03,94.0,0,0,5.563068,5.5,143
Return of the Living Dead 3,She's to die for.,1993-10-01,97.0,2000000,54207,7.502934,5.9,88
London,One young man's incredible journey of self-discovery,2005-02-10,92.0,0,0,5.350423,6.1,96
Plush,There's a fine line between love and obsession.,2013-09-13,98.0,0,0,5.099368,5.4,40
Grave Encounters,They Were Searching For Proof.  They Found it.,2011-09-09,92.0,1000000,0,13.222268,6.1,381
Stitches,You'll die laughing...,2012-05-19,86.0,100000,95000,7.4477139999999995,5.5,92
"To Be Frank, Sinatra at 100",,2015-12-12,,2,0,0.050625,0.0,0
No Man's Land: The Rise of Reeker,,2008-05-01,88.0,2000000,0,4.346271,4.4,27
Highway,It started as a desperate escape and became the wildest ride of their lives,2002-01-01,97.0,14000000,0,3.419685,5.6,37
The Torture Chamber of Dr. Sadism,UNBELIEVABLE! Until You See It With Your Own Eyes!,1967-10-05,85.0,0,0,1.296784,6.3,12
Straight A's,,2013-01-16,88.0,7000000,0,4.508290000000001,5.2,46
Slacker Uprising,,2007-09-27,102.0,0,0,1.619635,5.9,10
The Curse of Downers Grove,High school can be murder.,2015-08-21,89.0,2000000,0,2.00163,4.4,24
Shark Lake,In this lake you have to fight to survive,2015-10-02,92.0,2000000,0,1.187764,4.4,19
Northfork,,2003-01-01,103.0,0,0,1.9802650000000002,6.7,24
Submarine,A comedy that doesn't let principles stand in the way of progress.,2011-03-18,97.0,0,864659,8.518866000000001,7.4,443
ABCD (Any Body Can Dance),India's First 3D Dance movie,2013-02-07,160.0,0,222000,1.294967,5.6,10
Man on Wire,1974. 1350 feet up. The artistic crime of the century.,2008-07-25,94.0,0,2957978,14.331992000000001,7.5,275
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,The hot-line suspense comedy,1964-01-29,95.0,1800000,9440272,41.996783,8.0,1442
Battle for the Planet of the Apes,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,1973-06-15,93.0,1700000,8844595,13.315382999999999,5.5,215
Higher Ground,,2011-08-26,109.0,2000000,841733,1.6991009999999998,5.3,14
Ed and His Dead Mother,A family reunion with some minor complications.,1993-06-04,93.0,0,0,0.023436000000000002,5.5,12
Travellers and Magicians,The bitter and the sweet of temporary things.,2003-09-09,108.0,0,0,0.749699,6.8,9
Hang 'em High,The hanging was the best show in town. But they made two mistakes. They hung the wrong man and they didn't finish the job!,1968-07-31,114.0,1800000,6800000,11.756943,6.7,192
Sublime,,2007-06-15,113.0,0,0,6.833164,5.3,33
Independence Daysaster,,2013-06-27,86.0,1800000,0,1.9594049999999998,4.2,22
Run Lola Run,Every second of every day you're faced with a decision that can change your life.,1998-08-20,81.0,1530000,7267585,27.36562,7.2,664
May,Be Careful... She Just Might Take Your Heart.,2002-01-13,93.0,500000,150277,8.650779,6.3,152
Conquest of the Planet of the Apes,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,1972-06-29,88.0,1700000,9700000,18.828682999999998,6.1,236
I Spit on Your Grave,It's Date Night,2010-06-17,108.0,2000000,572809,26.281839,6.3,519
My Summer of Love,The most dangerous thing to want is more.,2004-08-20,86.0,0,0,3.939753,6.0,59
Yes,,2005-08-05,100.0,0,0,3.677831,5.9,7
You Can't Take It With You,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,1938-08-23,126.0,1644736,7433101,3.426314,7.2,79
Foolish,This big mouth is ready for the big time,1999-04-09,84.0,0,6033999,0.796009,6.3,3
Caramel,,2007-07-01,96.0,0,0,4.554574,6.8,52
Out of the Dark,,2014-08-27,92.0,0,0,3.215465,4.6,55
The Bubble,,2006-06-06,114.0,0,0,1.4943600000000001,7.6,20
Mississippi Mermaid,The Bride Came as Advertised...With an Unadvertised Special,1969-06-18,123.0,0,0,3.654018,6.7,32
Waitress,If only life were as easy as pie,2007-05-25,108.0,2000000,22179430,9.672989999999999,6.7,129
Mr. Smith Goes to Washington,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",1939-10-19,129.0,1500000,9600000,12.2624,7.9,241
Kids,,1995-07-28,91.0,1500000,7412216,13.291991000000001,6.8,279
Kickboxer: Vengeance,,2016-07-14,90.0,17000000,0,6.526587999999999,4.5,99
Insidious,It's not the house that's haunted.,2010-09-13,103.0,1500000,97009150,58.594852,6.8,1737
Nine Queens,Sticky & Square,2000-08-31,114.0,1500000,0,8.589355,7.4,153
The To Do List,She's going from straight A's to getting her first F.,2013-07-24,104.0,1500000,3566225,15.017068,5.5,342
The Believer,,2001-01-19,98.0,1500000,416925,9.856826,6.8,151
Unsullied,The Hunt Is On,2015-08-28,93.0,0,0,0.061239999999999996,3.0,1
I Want Someone to Eat Cheese With,,2006-01-01,80.0,0,0,1.7423830000000002,5.7,12
Modern Times,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",1936-02-05,87.0,1,8500000,28.27648,8.1,856
My Name Is Bruce,Fearless! Unstoppable! Ready For His Close-Up!,2007-10-01,86.0,1500000,173066,7.5591,5.9,107
The Salon,Where you get more than just a hair cut!,2005-01-13,0.0,1500000,0,2.0281700000000003,3.5,1
Pontypool,Shut up or die.,2009-03-06,93.0,1500000,32000,4.680206,6.6,183
The Lords of Salem,We've been waiting... we've always been waiting,2012-09-10,101.0,1500000,1165882,14.504326,5.1,242
Fetching Cody,How far would you go for love?,2005-10-01,87.0,1,0,0.077876,6.8,6
Closer to the Moon,,2013-11-29,112.0,9000000,0,9.159265,6.4,13
Mutant World,,2014-09-27,85.0,0,1500000,1.8936970000000002,2.6,9
Growing Up Smith,It’s better to stand out than to fit in.,2017-02-03,102.0,0,0,0.71087,7.4,7
#Horror,Death is trending.,2015-11-20,90.0,1500000,0,2.815228,3.3,52
Shalako,Sean Connery is Shalako! Shalako means action! Action means Bardot!,1968-11-06,113.0,1455000,2620000,3.598457,5.4,12
The Dog Lover,She ended up on the wrong side of right.,2016-07-08,101.0,2000000,0,1.193219,5.3,6
GirlHouse,Enjoy the show.,2014-10-16,100.0,3150000,0,8.039223,5.2,97
House at the End of the Drive,It's where they died.,2014-01-11,91.0,0,0,0.43049,0.0,0
Batman,He's Here Big As Life In A Real Bat-Epic,1966-07-30,105.0,1377800,0,9.815394,6.1,203
"Lock, Stock and Two Smoking Barrels",A Disgrace to Criminals Everywhere.,1998-03-05,105.0,1350000,3897569,16.032594,7.5,1648
Queen of the Mountains,,2014-08-22,135.0,0,0,0.077873,0.0,0
Def-Con 4,The last defense. The last hope. The battle for the future of the world has begun.,1985-03-15,88.0,0,0,0.319792,2.8,10
Neal 'n' Nikki,Nice is out...Naughty is in,2005-12-09,122.0,0,0,0.28513099999999997,2.3,4
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,,2010-06-08,82.0,0,0,5.628399,3.2,34
Forget Me Not,,2009-10-22,103.0,0,0,5.065752,5.0,66
C.H.U.D.,They're not staying down there anymore!,1984-08-31,88.0,1250000,3412497,4.45544,5.3,62
The Lion of Judah,The lamb who saved the world!,2011-06-03,87.0,15000000,0,0.165909,5.8,2
How Green Was My Valley,Millions Have Read This Great Novel... Millions more will see an even greater picture!,1941-10-28,118.0,1250000,6000000,7.700189999999999,6.8,72
The Algerian,,2015-08-07,99.0,1,0,0.025363999999999998,0.0,0
The Amazing Catfish,,2013-08-10,87.0,1300000,0,1.4734049999999999,5.7,17
Reservoir Dogs,Every dog has his day.,1992-09-02,99.0,1200000,14661007,66.925866,8.0,3697
"The Good, the Bad and the Ugly",For three men the Civil War wasn't hell. It was practice.,1966-12-23,161.0,1200000,6000000,88.377076,8.1,2311
Down & Out With The Dolls,Ain't Rock 'N' Roll a bitch.,2003-03-20,88.0,0,0,0.002386,0.0,0
"Pink Ribbons, Inc.",Capitalizing on hope.,2011-09-11,97.0,900000,25000,0.097913,6.8,6
Grand Theft Parsons,It's better to burn out than to fade away.,2003-06-18,88.0,0,0,1.998557,6.0,11
Extreme Movie,UNRATED. A film with many happy endings...,2008-12-05,88.0,0,0,8.148187,3.9,44
The Charge of the Light Brigade,"The reckless lancers sweep on and on - so that a woman's heart might not be broken! You're not fighting a single legion - you're fighting the entire British army, Surat Khan!",1936-10-20,115.0,1200000,2736000,2.968235,6.8,18
Below Zero,There's nothing scarier than a blank page.,2011-10-22,0.0,0,0,1.36514,4.4,12
Crowsnest,,2012-01-01,84.0,1200000,0,0.057564,4.8,12
Cotton Comes to Harlem,"Introducing COFFIN ED and GRAVEDIGGER, two detectives only a mother could love.",1970-05-27,97.0,1200000,0,1.079125,6.7,13
The Wicked Within,Every family has its demons. The truth will possess us all.,2015-10-16,91.0,0,0,1.906151,4.2,26
Waiting...,What happens in the kitchen ends up on the plate.,2005-10-07,94.0,3000000,18637690,10.230583,6.2,237
Dead Man's Shoes,He's in all of us.,2004-09-29,90.0,0,0,12.818441,7.2,151
Faith Like Potatoes,,2006-10-27,97.0,0,0,0.147886,6.0,9
Beyond the Black Rainbow,Beyond Science. Beyond Sanity. Beyond Control.,2010-12-03,110.0,1100000,0,7.717237,5.7,77
The Raid,"1 Ruthless Crime Lord, 20 Elite Cops, 30 Floors of Hell",2011-09-08,101.0,1100000,4105187,40.285095,7.3,1055
Casablanca,They had a date with fate in Casablanca!,1942-11-26,102.0,878000,10462500,43.729123,7.9,1422
Rocket Singh: Salesman of the Year,Welcome to the world of sales boss!,2009-12-11,156.0,1250000,0,3.000435,7.0,27
Silent Running,Amazing companions on an incredible journey...that journeys beyond imagination!,1972-03-09,89.0,1000000,0,11.095414,6.3,177
The Sleepwalker,,2014-01-20,92.0,0,0,0.926084,4.1,7
Tom Jones,Tom Jones! . . . loves and loves and loves and loves . . .,1963-10-06,128.0,1000000,37600000,2.833166,6.1,39
The Howling,Imagine your worst fear a reality,1981-04-03,91.0,1000000,17985893,6.5328550000000005,6.4,161
Dr. No,NOW meet the most extraordinary gentleman spy in all fiction!,1962-10-04,110.0,950000,59600000,48.901542,6.9,940
Hellraiser,He'll tear your soul apart.,1987-09-11,94.0,1000000,14564027,22.583834,6.9,449
God's Not Dead 2,,2016-04-01,121.0,5000000,23507567,6.96858,5.7,72
Cry_Wolf,Nobody believes a liar...even when they're telling the truth.,2005-09-16,90.0,1000000,10047674,6.926926,5.6,126
Godzilla 2000,Get ready to crumble.,1999-12-11,107.0,1000000,10037390,3.322721,5.9,43
Blue Valentine,Nobody Baby But You And Me,2010-12-27,112.0,3500000,16566240,26.881611,6.9,890
Transamerica,Life is a Journey. Bring an Open Mind.,2005-12-23,103.0,1000000,13350369,9.773398,6.9,144
The Devil Inside,No soul is safe.,2012-01-06,83.0,1000000,101758490,13.152822,4.6,262
Beyond the Valley of the Dolls,This Is Not A Sequel. There Has Never Been Anything Like It!,1970-07-17,109.0,2090000,40000000,4.289003,6.6,53
An Inconvenient Truth,By far the most terrifying film you will ever see.,2006-01-24,100.0,1000000,46243000,14.139004000000002,6.7,251
Sands of Iwo Jima,A Great Human Story... Makes A Mighty Motion Picture!!!,1949-12-14,100.0,1000000,7800000,3.8510000000000004,6.2,33
Shine a Light,A master director shining his light on the best rock band on the planet.,2008-02-07,122.0,0,0,2.162522,7.2,44
The Sessions,The festival hit of the year!,2012-05-02,98.0,1000000,9138338,9.115486,6.6,179
"Food, Inc.",You'll never look at dinner the same way again.,2008-09-07,94.0,0,0,15.017161999999999,7.4,217
October Baby,Every Life Is Beautiful,2011-10-30,107.0,0,5355847,1.86221,6.8,35
Next Stop Wonderland,Romance Is Her Destination.,1998-08-21,96.0,0,0,1.334481,6.0,20
The Skeleton Twins,Family is a cruel joke.,2014-01-18,90.0,0,5284309,15.699363,6.7,292
Frozen River,,2008-08-01,97.0,0,0,4.805651,6.7,99
20 Feet from Stardom,,2013-06-14,89.0,1000000,0,5.247955999999999,7.4,85
Walking and Talking,A movie for everyone who wants to get married and stay single at the same time.,1996-07-17,86.0,0,0,0.36731199999999997,6.6,7
The Broken Hearts Club: A Romantic Comedy,,2000-02-01,94.0,1000000,1744858,3.4241580000000003,6.3,25
Brigham City,,2001-03-30,119.0,1000000,852206,0.28008299999999997,7.3,4
Fiza,In Search of her brother,2000-09-08,170.0,1000000,623791,0.043023,6.1,7
Orgazmo,Fighting crime never felt so good!,1997-09-06,94.0,1000000,0,5.06516,6.2,115
All the Real Girls,Love is a puzzle. These are the pieces.,2003-08-01,108.0,0,0,3.65924,5.9,30
Dream with the Fishes,"An oddball odyssey about voyeurism, LSD and nude bowling!",1997-01-01,97.0,0,0,0.9483159999999999,7.7,10
Blue Car,Ready or not... the future comes just the same.,2002-01-11,92.0,1000000,464000,0.6726949999999999,6.7,13
Palo Alto,,2014-05-09,100.0,0,0,16.570708,6.4,348
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,The untold story of the team that had America at its feet.,2006-01-01,97.0,1000000,0,0.436148,4.7,3
Guiana 1838,,2004-09-24,120.0,0,0,0.030253,2.8,3
Lisa Picard Is Famous,,2000-05-14,90.0,0,0,0.6900890000000001,4.0,1
Antarctica: A Year on Ice,Step Outside The Box,2013-09-05,92.0,1000000,0,1.883947,7.2,29
Hardflip,What do you do when your life does a 180?,2012-06-01,114.0,1000000,0,0.341461,4.7,5
The Perfect Host,Dinner Parties Are A Dying Art.,2010-07-01,93.0,0,14870,6.507094,6.2,135
Safe Men,Welcome to the world of disorganised crime.,1998-08-17,88.0,0,0,1.1907290000000001,6.3,16
Speedway Junky,There's no place for dreams on the streets of Vegas,1999-02-11,104.0,1000000,0,0.340019,5.2,7
The Last Big Thing,"The culture is going down on itself... go ahead, Scream!",1998-09-23,98.0,0,0,0.678475,6.0,3
The Specials,,2000-09-22,82.0,0,0,9.055447000000001,5.5,11
Alone With Her,Anytime. Anywhere. He's watching.,2006-04-28,78.0,1000000,10018,2.175696,6.2,20
Sparkler,,1999-03-19,96.0,0,0,0.547654,0.0,1
The Helix... Loaded,,2005-01-01,97.0,0,0,0.0206,4.8,2
The Jimmy Show,,2002-01-16,96.0,0,0,0.098351,8.0,1
Heli,"Police corruption, drug trafficking, sexual exploitation, love, guilt and revenge.",2013-08-09,105.0,1000000,0,3.629777,6.2,32
Karachi se Lahore,,2015-07-31,0.0,0,0,0.060002999999999994,8.0,1
Loving Annabelle,,2006-03-08,76.0,900000,0,7.145832,6.4,55
Hits,Based on a true story... that hasn't happened yet.,2014-01-21,96.0,1000000,0,3.638411,4.9,23
The Party's Over,,1965-04-22,94.0,0,0,0.118324,6.1,6
Proud,Proudly We Served,2004-07-02,87.0,0,0,0.023681,5.5,3
The Poker House,"Lust, drugs and violence... no place for a kid.",2008-06-20,93.0,0,0,2.9485759999999996,6.1,47
Childless,,2015-04-03,90.0,0,0,0.24385300000000001,4.5,2
ZMD: Zombies of Mass Destruction,They're just like you ... only dead,2009-01-01,92.0,0,0,1.563711,4.7,31
My Last Day Without You,,2011-06-11,90.0,1000000,0,0.153625,5.7,3
The Pet,,2006-05-17,94.0,0,0,1.284741,5.3,3
Zombie Hunter,,2013-07-25,93.0,0,0,3.418372,3.5,34
A Fine Step,Together they learnt to dream again,2014-04-16,90.0,0,0,0.6543399999999999,4.1,7
Charly,A love story that begins with an incredible experiment!,1968-09-23,103.0,950000,814666,0.17868900000000001,6.6,28
Ask Me Anything,Young. Not so innocent.,2014-04-19,100.0,950000,0,8.976128,5.5,155
And Then Came Love,,2007-01-01,90.0,0,0,0.280829,5.0,1
On the Waterfront,The Man Lived by the Jungle Law of the Docks!,1954-06-22,108.0,910000,9600000,16.015598999999998,8.0,357
The Horror Network Vol. 1,,2015-10-27,0.0,0,0,0.392658,5.0,2
The Quiet,Isn't it time everyone hears your secrets?,2005-09-12,96.0,900000,381420,4.0971,6.1,73
Bambi,A great love story.,1942-08-14,70.0,858000,267447150,47.651878,6.8,1405
The Hammer,Some Guys Don't Know Their Destiny Till It Hits Them In The Face.,2007-04-01,88.0,0,0,0.9570219999999999,6.5,15
Latter Days,Aaron prays. Christian plays... Opposites attract.,2003-07-10,107.0,850000,819939,5.4249160000000005,6.7,56
1982,,2013-12-31,90.0,1000000,0,0.17588499999999999,5.0,1
"For a Good Time, Call...",Lose your hang-ups. Find your calling.,2012-08-31,85.0,850000,1243961,14.238376,5.8,110
Celeste & Jesse Forever,A Loved Story,2012-08-03,91.0,0,3094813,9.436430999999999,6.4,163
Crying with Laughter,A Bad Trip Down Memory Lane,2009-06-01,93.0,0,0,0.108135,7.0,1
Welcome to the Dollhouse,Not all girls want to play with dolls.,1995-05-24,88.0,0,0,5.870319,6.9,103
Pandora's Box,,1929-01-30,109.0,0,0,1.824184,7.6,45
Deterrence,,2000-03-10,101.0,0,0,2.171288,6.1,7
The Mudge Boy,,2003-01-17,94.0,800000,62852,5.292536,7.3,23
The Young Unknowns,,2000-03-12,87.0,0,0,0.004922,0.0,0
Not Cool,,2014-09-23,90.0,0,0,1.186971,3.7,25
Saints and Soldiers,,2003-09-11,90.0,780000,0,6.003418,6.6,98
Vessel,,2012-10-28,14.0,0,0,0.32255300000000003,5.9,8
American Graffiti,Where were you in '62?,1973-08-01,110.0,777000,140000000,19.326114999999998,6.9,324
Iraq for Sale: The War Profiteers,,2006-01-01,75.0,0,0,1.517771,8.0,6
Donkey Punch,This party is going overboard,2008-07-18,99.0,0,0,3.283886,4.5,52
All the Boys Love Mandy Lane,Everyone is dying to be with her. Someone is killing for it.,2008-02-15,90.0,750000,0,12.284939,5.7,209
High Noon,The story of a man who was too proud to run.,1952-03-27,85.0,730000,8000000,18.644023,7.6,334
Rize,,2005-01-15,86.0,0,0,1.623769,5.9,13
The Sisterhood of Night,The Salem Witch Trials remixed.,2015-04-10,104.0,0,0,2.8689419999999997,6.5,31
Starsuckers,,2009-09-30,103.0,0,0,0.429083,6.2,5
Treachery,Deep roots... Deeper Secrets,2013-05-16,68.0,625000,0,0.283059,4.8,5
Woodstock,"3 days of peace, music...and love.",1970-03-26,225.0,600000,34505110,3.409764,7.1,66
Mercy Streets,,2000-10-31,106.0,0,0,0.099902,5.5,2
Carousel of Revenge,,2007-07-20,103.0,0,0,0.006069,0.0,0
